Drug,DX,30 day quantity,30 day price,90day quantity,90 day Price,Pharmacy
HYDROCORTISONE AC 25 MG SUPP,Other Medical Conditions,12,$10.99,36,$15.99,Rite-Aid
HYDROXYZINE HCL10MG/5ML SYR,Alergies & Cold and Flu,150ml,$10.99,450ml,$15.99,Rite-Aid
IBUPROFEN 400 MG TAB,Arthritis & Pain,60,$10.99,180,$15.99,Rite-Aid
IBUPROFEN 600 MG TAB,Arthritis & Pain,60,$10.99,180,$15.99,Rite-Aid
IBUPROFEN 800 MG TAB,Arthritis & Pain,60,$10.99,180,$15.99,Rite-Aid
INDAPAMIDE 1.25 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
INDAPAMIDE 2.5 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
INDOMETHACIN 25 MG CAP,Arthritis & Pain,60,$10.99,180,$15.99,Rite-Aid
INDOMETHACIN 50 MG CAP,Arthritis & Pain,30,$10.99,90,$15.99,Rite-Aid
IPRATROPIUM BR 0.02% SOLN,Asthma,75ml (25 vials),$10.99,225 (75 vials),$15.99,Rite-Aid
ISONIAZID 300 MG TAB,Other Medical Conditions,30,$10.99,90,$15.99,Rite-Aid
ISOSORBIDE DN 10 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
ISOSORBIDE DN 20 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
ISOSORBIDE DN 30 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
ISOSORBIDE DN 5 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
ISOSORBIDE MN 10 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
ISOSORBIDE MN 20 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
ISOSORBIDE MN 30 MG TAB SA,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
ISOSORBIDE MN 60 MG TAB ER,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
KETOCONAZOLE 2% CRM,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
KLOR-CON 20 MEQ PACKET,Vitamins & Nutritional Health,30,$10.99,90,$15.99,Rite-Aid
LACTULOSE 10 GM/15 ML SOLN,Gastroinestinal Health,240ml,$10.99,720ml,$15.99,Rite-Aid
LACTULOSE 10 GM/15 ML SOLN,Gastroinestinal Health,960ml,$10.99,2880ml,$15.99,Rite-Aid
LEVOBUNOLOL 0.5% EYE DROPS,Glaucoma & Eye Care,10ml,$10.99,30ml,$15.99,Rite-Aid
LEVOBUNOLOL 0.5% EYE DROPS,Glaucoma & Eye Care,15ml,$10.99,45ml,$15.99,Rite-Aid
LEVOBUNOLOL 0.5% EYE DROPS,Glaucoma & Eye Care,5ml,$10.99,15ml,$15.99,Rite-Aid
LEVOBUNOLOL SOL 0.25%,Glaucoma & Eye Care,5,$10.99,15,$15.99,Rite-Aid
LEVOTHYROXINE 100 MCG TAB,Thyroid Condition,30,$10.99,90,$15.99,Rite-Aid
LEVOTHYROXINE 112 MCG TAB,Thyroid Condition,30,$10.99,90,$15.99,Rite-Aid
LEVOTHYROXINE 125 MCG TAB,Thyroid Condition,30,$10.99,90,$15.99,Rite-Aid
LEVOTHYROXINE 137 MCG TAB,Thyroid Condition,30,$10.99,90,$15.99,Rite-Aid
LEVOTHYROXINE 150 MCG TAB,Thyroid Condition,30,$10.99,90,$15.99,Rite-Aid
LEVOTHYROXINE 175 MCG TAB,Thyroid Condition,30,$10.99,90,$15.99,Rite-Aid
LEVOTHYROXINE 200 MCG TAB,Thyroid Condition,30,$10.99,90,$15.99,Rite-Aid
LEVOTHYROXINE 25 MCG TAB,Thyroid Condition,30,$10.99,90,$15.99,Rite-Aid
LEVOTHYROXINE 300 MCG TAB,Thyroid Condition,30,$10.99,90,$15.99,Rite-Aid
LEVOTHYROXINE 50 MCG TAB,Thyroid Condition,30,$10.99,90,$15.99,Rite-Aid
LEVOTHYROXINE 75 MCG TAB,Thyroid Condition,30,$10.99,90,$15.99,Rite-Aid
LEVOTHYROXINE 88 MCG TAB,Thyroid Condition,30,$10.99,90,$15.99,Rite-Aid
LIDOCAINE 2% VISCOUS SOLN,Other Medical Conditions,100ml,$10.99,300gm,$15.99,Rite-Aid
LIDOCAINE-PRILOCAIN 2.5% CRM,Other Medical Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
LISINOPRIL 10 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
LISINOPRIL 2.5 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
LISINOPRIL 20 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
LISINOPRIL 30 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
LISINOPRIL 40 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
LISINOPRIL 5 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
LISINOPRIL-HCTZ 10/12.5 TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
LISINOPRIL-HCTZ 20/12.5 TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
LISINOPRIL-HCTZ 20/25 TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
LITHIUM CARBONATE 300 MG CAP,Mental Health,90,$10.99,270,$15.99,Rite-Aid
LOVASTATIN 10 MG TAB,Cholesterol,30,$10.99,90,$15.99,Rite-Aid
LOVASTATIN 20 MG TAB,Cholesterol,30,$10.99,90,$15.99,Rite-Aid
LOVASTATIN 40 MG TAB,Cholesterol,30,$10.99,90,$15.99,Rite-Aid
MEDROXYPROGESTERONE 10 MG TAB,Woman\s Health,10,$10.99,30,$15.99,Rite-Aid
MEDROXYPROGESTERONE 2.5 MG,Woman\s Health,30,$10.99,90,$15.99,Rite-Aid
MEDROXYPROGESTERONE 5 MG TAB,Woman\s Health,30,$10.99,90,$15.99,Rite-Aid
MEGESTROL 20 MG TAB,Other Medical Conditions,30,$10.99,90,$15.99,Rite-Aid
MEGESTROL 40 MG TAB,Other Medical Conditions,30,$10.99,90,$15.99,Rite-Aid
MELOXICAM 15 MG TAB,Arthritis & Pain,30,$10.99,90,$15.99,Rite-Aid
MELOXICAM 7.5 MG TAB,Arthritis & Pain,30,$10.99,90,$15.99,Rite-Aid
"METFORMIN HCL 1,000 MG TAB",Diabetes,60,$10.99,180,$15.99,Rite-Aid
METFORMIN HCL 500 MG TAB,Diabetes,60,$10.99,180,$15.99,Rite-Aid
METFORMIN HCL 750 MG ER TAB,Diabetes,60,$10.99,180,$15.99,Rite-Aid
METFORMIN HCL 850 MG TAB,Diabetes,60,$10.99,180,$15.99,Rite-Aid
METFORMIN HCL ER 500 MG TAB,Diabetes,60,$10.99,180,$15.99,Rite-Aid
METHYLDOPA 250 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
METHYLPREDNISOLONE 4 MG DOSE PACK,Other Medical Conditions,21,$10.99,63,$15.99,Rite-Aid
METHYLPREDNISOLONE 4 MG TAB,Other Medical Conditions,42,$10.99,126,$15.99,Rite-Aid
METOCLOPRAMIDE 10 MG TAB,Gastroinestinal Health,60,$10.99,180,$15.99,Rite-Aid
METOCLOPRAMIDE 5 MG TAB,Gastroinestinal Health,60,$10.99,180,$15.99,Rite-Aid
METOCLOPRAMIDE 5 MG/5 ML SYR,Gastroinestinal Health,236ml,$10.99,708ml,$15.99,Rite-Aid
METOPROLOL 100 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
METOPROLOL 25 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
METOPROLOL 50 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
METRONIDAZOLE 250 MG TAB,Antibiotic Treatment,28,$10.99,84,$15.99,Rite-Aid
METRONIDAZOLE 500 MG TAB,Antibiotic Treatment,14,$10.99,42,$15.99,Rite-Aid
MOMETASONE FUROATE 0.1% OINT,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
MULTI VITA-BETS/FL 0.25 MG TAB,Vitamins & Nutritional Health,30,$10.99,90,$15.99,Rite-Aid
MULTI-VITA BETS/FL 0.25 MG LIQ,Vitamins & Nutritional Health,50ml,$10.99,150ml,$15.99,Rite-Aid
MULTI-VITA BETS/FL 0.5 MG LIQ,Vitamins & Nutritional Health,50ml,$10.99,150ml,$15.99,Rite-Aid
MULTI-VITA BETS/FL 0.5 MG TAB,Vitamins & Nutritional Health,30,$10.99,90,$15.99,Rite-Aid
MULTI-VITA BETS/FL 1 MG TAB,Vitamins & Nutritional Health,30,$10.99,90,$15.99,Rite-Aid
NADOLOL 20 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
NADOLOL 40 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
NADOLOL 80 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
NAPROXEN 250 MG TAB,Arthritis & Pain,60,$10.99,180,$15.99,Rite-Aid
NAPROXEN 375 MG TAB,Arthritis & Pain,60,$10.99,180,$15.99,Rite-Aid
NAPROXEN 500 MG TAB,Arthritis & Pain,60,$10.99,180,$15.99,Rite-Aid
NATALCARE PLUS TAB,Vitamins & Nutritional Health,30,$10.99,90,$15.99,Rite-Aid
NEO/POLY/DEXAMET EYE OINT,Glaucoma & Eye Care,4gm,$10.99,12gm,$15.99,Rite-Aid
NEO/POLYMYXIN/DEXAMETH DROPS,Glaucoma & Eye Care,5ml,$10.99,15ml,$15.99,Rite-Aid
NITROGLYCERIN 0.3 MG TAB SL,Heart Health & Blood Pressure,100,$10.99,300,$15.99,Rite-Aid
NITROGLYCERIN 0.4 MG TAB SL,Heart Health & Blood Pressure,50,$10.99,150,$15.99,Rite-Aid
NITROGLYCERIN 0.6 MG SL TAB,Heart Health & Blood Pressure,100,$10.99,300,$15.99,Rite-Aid
NITROGLYCERIN 2.5 MG SA CAP,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
NITROGLYCERIN 6.5 MG SA CAP,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
NITROGLYCERIN 9 MG SA CAP,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
NORTRIPTYLINE HCL 10 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
NORTRIPTYLINE HCL 25 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
NORTRIPTYLINE HCL 50 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
NORTRIPTYLINE HCL 75 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
"NYSTATIN 100,000 UNIT/GM CRM",Fungal Infections,15gm,$10.99,45gm,$15.99,Rite-Aid
"NYSTATIN 100,000 UNIT/GM CRM",Fungal Infections,30gm,$10.99,90gm,$15.99,Rite-Aid
"NYSTATIN 100,000 UNITS/GM OINT",Fungal Infections,15gm,$10.99,45gm,$15.99,Rite-Aid
"NYSTATIN 100,000 UNITS/GM OINT",Fungal Infections,30gm,$10.99,90gm,$15.99,Rite-Aid
NYSTATIN/TRIAMCINOLONE CRM,Fungal Infections,15gm,$10.99,45gm,$15.99,Rite-Aid
NYSTATIN/TRIAMCINOLONE CRM,Fungal Infections,30gm,$10.99,90gm,$15.99,Rite-Aid
NYSTATIN/TRIAMCINOLONE CRM,Fungal Infections,60gm,$10.99,180gm,$15.99,Rite-Aid
NYSTATIN/TRIAMCINOLONE OINT,Fungal Infections,15gm,$10.99,45gm,$15.99,Rite-Aid
NYSTATIN/TRIAMCINOLONE OINT,Fungal Infections,30gm,$10.99,90gm,$15.99,Rite-Aid
OXYBUTYNIN 5 MG TAB,Other Medical Conditions,60,$10.99,180,$15.99,Rite-Aid
PAROXETINE HCL 10 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
PAROXETINE HCL 20 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
PAROXETINE HCL 30 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
PAROXETINE HCL 40 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
PENICILLIN VK 125 MG/5 ML LIQ,Antibiotic Treatment,100ml,$10.99,300ml,$15.99,Rite-Aid
PENICILLIN VK 125 MG/5 ML LIQ,Antibiotic Treatment,200ml,$10.99,600ml,$15.99,Rite-Aid
PENICILLIN VK 250 MG TAB,Antibiotic Treatment,28,$10.99,84,$15.99,Rite-Aid
PENICILLIN VK 250 MG/5 ML LIQ,Antibiotic Treatment,100ml,$10.99,300ml,$15.99,Rite-Aid
PENICILLIN VK 250 MG/5 ML LIQ,Antibiotic Treatment,200ml,$10.99,600ml,$15.99,Rite-Aid
PENICILLIN VK 500 MG TAB,Antibiotic Treatment,28,$10.99,84,$15.99,Rite-Aid
PHENAZOPYRIDINE 100 MG TAB,Other Medical Conditions,12,$10.99,36,$15.99,Rite-Aid
PHENAZOPYRIDINE 200 MG TAB,Other Medical Conditions,12,$10.99,36,$15.99,Rite-Aid
PILOCARPINE 0.5% EYE DROPS,Glaucoma & Eye Care,15ml,$10.99,45ml,$15.99,Rite-Aid
PILOCARPINE 1% EYE DROPS,Glaucoma & Eye Care,15ml,$10.99,45ml,$15.99,Rite-Aid
PILOCARPINE 2% EYE DROPS,Glaucoma & Eye Care,15ml,$10.99,45ml,$15.99,Rite-Aid
PILOCARPINE 4% EYE DROPS,Glaucoma & Eye Care,15ml,$10.99,45ml,$15.99,Rite-Aid
PILOCARPINE 6% EYE DROPS,Glaucoma & Eye Care,15ml,$10.99,45ml,$15.99,Rite-Aid
PIROXICAM 10 MG CAP,Arthritis & Pain,30,$10.99,90,$15.99,Rite-Aid
PIROXICAM 20 MG CAP,Arthritis & Pain,30,$10.99,90,$15.99,Rite-Aid
POLYMYXIN B/TMP EYE DROPS,Glaucoma & Eye Care,10ml,$10.99,30ml,$15.99,Rite-Aid
POTASSIUM CHLORIDE 10 MEQ ER TAB,Vitamins & Nutritional Health,30,$10.99,90,$15.99,Rite-Aid
POTASSIUM CHLORIDE 20 MEQ ER TAB,Vitamins & Nutritional Health,30,$10.99,90,$15.99,Rite-Aid
POTASSIUM CL 10% LIQUID S/F,Vitamins & Nutritional Health,473ml,$10.99,1419ml,$15.99,Rite-Aid
POTASSIUM CL 20% LIQUID S/F,Vitamins & Nutritional Health,480ml,$10.99,1440ml,$15.99,Rite-Aid
PRAVASTATIN SODIUM 10 MG TAB,Cholesterol,30,$10.99,90,$15.99,Rite-Aid
PRAVASTATIN SODIUM 20 MG TAB,Cholesterol,30,$10.99,90,$15.99,Rite-Aid
PRAVASTATIN SODIUM 40 MG TAB,Cholesterol,30,$10.99,90,$15.99,Rite-Aid
PRAVASTATIN SODIUM 80 MG TAB,Cholesterol,30,$10.99,90,$15.99,Rite-Aid
PRAZOSIN 1 MG CAP,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
PRAZOSIN 2 MG CAP,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
PRAZOSIN 5 MG CAP,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
PREDNISONE 1 MG TAB,Other Medical Conditions,90,$10.99,270,$15.99,Rite-Aid
PREDNISONE 10 MG DOSE PACK,Other Medical Conditions,21,$10.99,63,$15.99,Rite-Aid
PREDNISONE 10 MG DOSE PACK,Other Medical Conditions,48,$10.99,144,$15.99,Rite-Aid
PREDNISONE 10 MG TAB,Other Medical Conditions,30,$10.99,90,$15.99,Rite-Aid
PREDNISONE 2.5 MG TAB,Other Medical Conditions,30,$10.99,90,$15.99,Rite-Aid
PREDNISONE 20 MG TAB,Other Medical Conditions,30,$10.99,90,$15.99,Rite-Aid
PREDNISONE 5 MG DOSE PACK,Other Medical Conditions,21,$10.99,63,$15.99,Rite-Aid
PREDNISONE 5 MG DOSE PACK,Other Medical Conditions,48,$10.99,144,$15.99,Rite-Aid
PREDNISONE 5 MG TAB,Other Medical Conditions,30,$10.99,90,$15.99,Rite-Aid
PROCHLORPERAZINE 10 MG TAB,Gastroinestinal Health,30,$10.99,90,$15.99,Rite-Aid
PROMETHAZINE 25 MG TAB,Gastroinestinal Health,30,$10.99,90,$15.99,Rite-Aid
PROMETHAZINE 50 MG TAB,Gastroinestinal Health,60,$10.99,180,$15.99,Rite-Aid
PROMETHAZINE 6.25 MG/5 ML SYR,Gastroinestinal Health,180ml,$10.99,540ml,$15.99,Rite-Aid
PROMETHAZINE DM SYRUP,Gastroinestinal Health,120ml,$10.99,360ml,$15.99,Rite-Aid
PROPRANOLOL 10 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
PROPRANOLOL 20 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
PROPRANOLOL 40 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
PROPRANOLOL 80 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
RANITIDINE 150 MG TAB,Gastroinestinal Health,60,$10.99,180,$15.99,Rite-Aid
RANITIDINE 300 MG TAB,Gastroinestinal Health,30,$10.99,90,$15.99,Rite-Aid
SALSALATE 500 MG TAB,Arthritis & Pain,60,$10.99,180,$15.99,Rite-Aid
SALSALATE 750 MG TAB,Arthritis & Pain,60,$10.99,180,$15.99,Rite-Aid
SELENIUM 2.5% LOTION/SHAMPOO,Skin Conditions,120ml,$10.99,360ml,$15.99,Rite-Aid
SERTRALINE HCL 100 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
SERTRALINE HCL 25 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
SERTRALINE HCL 50 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
SILVER SULFADIAZINE 1% CRM,Skin Conditions,50gm,$10.99,150gm,$15.99,Rite-Aid
SIMVASTATIN 10 MG TAB,Cholesterol,30,$10.99,90,$15.99,Rite-Aid
SIMVASTATIN 20 MG TAB,Cholesterol,30,$10.99,90,$15.99,Rite-Aid
SIMVASTATIN 40 MG TAB,Cholesterol,30,$10.99,90,$15.99,Rite-Aid
SIMVASTATIN 5 MG TAB,Cholesterol,30,$10.99,90,$15.99,Rite-Aid
SIMVASTATIN 80 MG TAB,Cholesterol,30,$10.99,90,$15.99,Rite-Aid
SOTALOL 120 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
SOTALOL 160 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
SOTALOL 80 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
SPIRONOLACT/HCTZ 25/25 TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
SPIRONOLACTONE 100 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
SPIRONOLACTONE 25 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
SPIRONOLACTONE 50 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
SULFACET SODIUM 10% OPTH SOL,Glaucoma & Eye Care,15ml,$10.99,45ml,$15.99,Rite-Aid
SULFAMETHOXAZOLE W/TMP SUSP,Antibiotic Treatment,120ml,$10.99,360ml,$15.99,Rite-Aid
SULFAMETHOXAZOLE/TMP DS TAB,Antibiotic Treatment,28,$10.99,84,$15.99,Rite-Aid
SULFAMETHOXAZOLE/TMP SS TAB,Antibiotic Treatment,28,$10.99,84,$15.99,Rite-Aid
TAMOXIFEN 10 MG TAB,Woman\s Health,60,$10.99,180,$15.99,Rite-Aid
TAMOXIFEN 20 MG TAB,Woman\s Health,30,$10.99,90,$15.99,Rite-Aid
TERAZOSIN 1 MG CAP,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
TERAZOSIN 10 MG CAP,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
TERAZOSIN 2 MG CAP,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
TERAZOSIN 5 MG CAP,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
TERBINAFINE HCL 250 MG TAB,Fungal Infections,30,$10.99,90,$15.99,Rite-Aid
TETRACYCLINE 250 MG CAP,Antibiotic Treatment,60,$10.99,180,$15.99,Rite-Aid
TETRACYCLINE 500 MG CAP,Antibiotic Treatment,60,$10.99,180,$15.99,Rite-Aid
THIORIDAZINE 10 MG TAB,Mental Health,60,$10.99,180,$15.99,Rite-Aid
THIORIDAZINE 100 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
THIORIDAZINE 25 MG TAB,Mental Health,60,$10.99,180,$15.99,Rite-Aid
THIORIDAZINE 50 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
THIOTHIXENE 10 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
THIOTHIXENE 2 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
THIOTHIXENE 5 MG CAP,Mental Health,30,$10.99,90,$15.99,Rite-Aid
TIMOLOL 0.25% EYE DROPS,Glaucoma & Eye Care,10ml,$10.99,30ml,$15.99,Rite-Aid
TIMOLOL 0.25% EYE DROPS,Glaucoma & Eye Care,15ml,$10.99,45ml,$15.99,Rite-Aid
TIMOLOL 0.25% EYE DROPS,Glaucoma & Eye Care,5ml,$10.99,15ml,$15.99,Rite-Aid
TIMOLOL 0.5% EYE DROPS,Glaucoma & Eye Care,10ml,$10.99,30ml,$15.99,Rite-Aid
TIMOLOL 0.5% EYE DROPS,Glaucoma & Eye Care,15ml,$10.99,45ml,$15.99,Rite-Aid
TIMOLOL 0.5% EYE DROPS,Glaucoma & Eye Care,5ml,$10.99,15ml,$15.99,Rite-Aid
TOBRAMYCIN 0.3% EYE DROPS,Glaucoma & Eye Care,5ml,$10.99,15ml,$15.99,Rite-Aid
TRAZODONE 100 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
TRAZODONE 150 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
TRAZODONE 50 MG TAB,Mental Health,30,$10.99,90,$15.99,Rite-Aid
TRIAMCINOLONE 0.025% CRM,Skin Conditions,15gm,$10.99,45gm,$15.99,Rite-Aid
TRIAMCINOLONE 0.025% CRM,Skin Conditions,80gm,$10.99,240gm,$15.99,Rite-Aid
TRIAMCINOLONE 0.025% OINT,Skin Conditions,30gm,$10.99,90gm,$15.99,Rite-Aid
TRIAMCINOLONE 0.1% CRM,Skin Conditions,15gm,$10.99,45gm,$15.99,Rite-Aid
TRIAMCINOLONE 0.1% CRM,Skin Conditions,80gm,$10.99,240gm,$15.99,Rite-Aid
TRIAMCINOLONE 0.1% OINT,Skin Conditions,15gm,$10.99,45gm,$15.99,Rite-Aid
TRIAMCINOLONE 0.1% OINT,Skin Conditions,80gm,$10.99,240gm,$15.99,Rite-Aid
TRIAMCINOLONE 0.5% CRM,Skin Conditions,15gm,$10.99,45gm,$15.99,Rite-Aid
TRIAMTERENE/HCTZ 37.5/25 CAP,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
TRIAMTERENE/HCTZ 37.5/25 TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
TRIAMTERENE/HCTZ 50/25 CAP,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
TRIAMTERENE/HCTZ 75/50 TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
TRIHEXYPHENIDYL 2 MG TAB,Mental Health,60,$10.99,180,$15.99,Rite-Aid
TRIHEXYPHENIDYL 5 MG TAB,Mental Health,60,$10.99,180,$15.99,Rite-Aid
TRI-VIT-FLUOR-IRON 0.25MG/ML,Vitamins & Nutritional Health,50,$10.99,150,$15.99,Rite-Aid
UREA 40% CRM,Skin Conditions,29gm,$10.99,87gm,$15.99,Rite-Aid
UREA 40% CRM,Skin Conditions,86gm,$10.99,258gm,$15.99,Rite-Aid
UREA 40% GEL,Skin Conditions,15gm,$10.99,45gm,$15.99,Rite-Aid
VERAPAMIL 120 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
VERAPAMIL 40 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
VERAPAMIL 80 MG TAB,Heart Health & Blood Pressure,60,$10.99,180,$15.99,Rite-Aid
VINATE-M TAB,Vitamins & Nutritional Health,30,$10.99,90,$15.99,Rite-Aid
WARFARIN SODIUM 1 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
WARFARIN SODIUM 10 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
WARFARIN SODIUM 2 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
WARFARIN SODIUM 2.5 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
WARFARIN SODIUM 3 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
WARFARIN SODIUM 4 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
WARFARIN SODIUM 5 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
WARFARIN SODIUM 6 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
WARFARIN SODIUM 7.5 MG TAB,Heart Health & Blood Pressure,30,$10.99,90,$15.99,Rite-Aid
